f1000-1-1-0,carlos morel
f1000-8-152-1,giovanna ambrosini
f1000-8-152-2,lihua julie zhu 
f1000-8-152-3,giovanna ambrosini
f1000-8-152-4,lihua julie zhu 
f1000-8-1521-0,matthew holahan
f1000-8-1521-1,robert mcdonald
f1000-8-1521-2,matthew holahan
f1000-8-1529-0,rusliza basir 
f1000-8-1529-1,yaowapa maneerat
f1000-8-1531-0,fabio da silva matuda
f1000-8-1531-1,talal al-nahlawi
f1000-8-154-0,semiu akanmu 
f1000-8-154-1,robert g. carroll
f1000-8-154-2,raheela asif
f1000-8-154-3,semiu akanmu 
f1000-8-154-4,robert g. carroll
f1000-8-1544-0,ruth prieto 
f1000-8-1544-1,ashley grossman
f1000-8-155-0,jun inoue
f1000-8-155-1,premkumar madhumita 
f1000-8-155-2,premkumar madhumita 
f1000-8-155-3,jun inoue
f1000-8-1563-0,samir hachani 
f1000-8-1563-1,ross mounce 
f1000-8-1563-2,ross mounce 
f1000-8-1565-0,sulma ibrahim mohammed 
f1000-8-1565-1,ahmed abdalla mohamedani
f1000-8-1566-0,brian n. finck 
f1000-8-1566-1,michael f. buckley
f1000-8-1568-0,xingshun qi 
f1000-8-1568-1,cengiz korkmaz 
f1000-8-1568-2,xingshun qi 
f1000-8-1568-3,cengiz korkmaz 
f1000-8-1585-0,charalampos siristatidis
f1000-8-1586-0,alison holloway
f1000-8-1586-1,bernd mayer 
f1000-8-1586-2,bernd mayer 
f1000-8-1586-3,lukasz antoniewicz
f1000-8-1587-0,quan nguyen 
f1000-8-1588-0,oommen oommen
f1000-8-1588-1,godpower chinedu michael 
f1000-8-1588-2,charles f.b. nhachi
f1000-8-1588-3,benjamin wachira 
f1000-8-159-0,xiang-xi (mike) xu
f1000-8-159-1,xiang-xi (mike) xu
f1000-8-159-2,nao suzuki 
f1000-8-159-3,nao suzuki 
f1000-8-1593-0,robert g. berkowitz
f1000-8-1593-1,j. paul moxham
f1000-8-1593-2,alberto maria saibene 
f1000-8-1597-0,ana paula ravazzolo 
f1000-8-1597-1,ana paula ravazzolo 
f1000-8-1597-2,mrton z. vidovszky 
f1000-8-16-0,peng-hui wang 
f1000-8-16-1,yanping kuang
f1000-8-16-2,yuval yung 
f1000-8-160-0,mirjam kretzschmar 
f1000-8-160-1,eline l korenromp 
f1000-8-160-2,hamish mcmanus 
f1000-8-1601-0,avgoustinos vouros 
f1000-8-1601-1,avgoustinos vouros 
f1000-8-1601-2,richard gm morris 
f1000-8-161-0,seung-ju lee 
f1000-8-161-1,florian wagenlehner
f1000-8-161-2,seung-ju lee 
f1000-8-1612-0,pascal houillier 
f1000-8-1612-1,fadil m. hannan 
f1000-8-1612-2,caroline gorvin 
f1000-8-1615-0,benjamin dean 
f1000-8-1615-1,mike walton 
f1000-8-1616-0,banchaun benjasuwantep
f1000-8-1616-1,savithiri ratnapalan 
f1000-8-1616-2,issarapa chunsuwan 
f1000-8-1618-0,dorothea nitsch
f1000-8-162-0,indira hinduja
f1000-8-162-1,antonio simone lagan 
f1000-8-1620-0,victoria miari 
f1000-8-1620-1,maarten franciscus schim van der loeff 
f1000-8-1622-0,cecilia n. arighi 
f1000-8-1622-1,lynette hirschman 
f1000-8-1623-0,fabrizio consorti 
f1000-8-1623-1,dakota armour 
f1000-8-1630-0,carla bartosch 
f1000-8-1630-1,maria dolores diestro
f1000-8-1630-2,carla bartosch 
f1000-8-1639-0,anthony etyang 
f1000-8-164-0,daniele romano 
f1000-8-164-1,lauren y. atlas 
f1000-8-1640-0,jacqueline barnes 
f1000-8-1640-1,shaun harris
f1000-8-1649-0,bruna cerbelli
f1000-8-1649-1,brian d. lehmann
f1000-8-165-0,fana alemseged
f1000-8-165-1,jos biller
f1000-8-1652-0,syed hamza bin waqar 
f1000-8-1652-1,karl o. a. yu 
f1000-8-1653-0,italo francesco angelillo
f1000-8-1654-0,ken maeda
f1000-8-1654-1,dini wahyu kartika sari
f1000-8-166-0,luca fiorillo 
f1000-8-166-1,pathawee khongkhunthian 
f1000-8-166-2,luca fiorillo 
f1000-8-1661-0,gabriele valli 
f1000-8-1661-1,william w. stringer 
f1000-8-1661-2,william w. stringer 
f1000-8-1661-3,gabriele valli 
f1000-8-1667-0,mahmoud m. bakr 
f1000-8-1667-1,mahmoud m. al-ankily 
f1000-8-167-0,beena d. kamath-rayne 
f1000-8-167-1,brett d. nelson 
f1000-8-167-2,beena d. kamath-rayne 
f1000-8-167-3,brett d. nelson 
f1000-8-1675-0,kazuyuki yagi
f1000-8-1675-1,arika bridhikitti
f1000-8-1675-2,arika bridhikitti
f1000-8-1675-3,kazuyuki yagi
f1000-8-1675-4,arika bridhikitti
f1000-8-1675-5,kazuyuki yagi
f1000-8-1675-6,arika bridhikitti
f1000-8-1675-7,tran dang hoa
f1000-8-1675-8,tran dang hoa
f1000-8-1675-9,arika bridhikitti
f1000-8-1677-0,todd j. vision 
f1000-8-168-0,sutiman bambang sumitro 
f1000-8-168-1,richard luke daniels 
f1000-8-168-2,richard luke daniels 
f1000-8-168-3,sutiman bambang sumitro 
f1000-8-1681-0,paola binda 
f1000-8-1681-1,noah benson 
f1000-8-1682-0,gerard urrutia 
f1000-8-1682-1,patricia logullo 
f1000-8-1682-2,patricia logullo 
f1000-8-1682-3,dennis w. lendrem 
f1000-8-1682-4,patricia logullo 
f1000-8-1682-5,gerard urrutia 
f1000-8-1682-6,dennis w. lendrem 
f1000-8-1683-0,nicolai goettel 
f1000-8-1683-1,bala subramaniam 
f1000-8-1684-0,angie rantell
f1000-8-1684-1,jimmy nomura
f1000-8-1685-0,david m. salisbury
f1000-8-1685-1,william hausdorff
f1000-8-1687-0,mahalaxmi sekar 
f1000-8-1687-1,jyothi mandava
f1000-8-1687-2,maram e. khallaf 
f1000-8-169-0,gary maartens 
f1000-8-169-1,conrad muzoora 
f1000-8-1692-0,adi idris 
f1000-8-1692-1,dirk w. lachenmeier 
f1000-8-1695-0,marco antonio stefani 
f1000-8-1695-1,firas h. kobeissy 
f1000-8-1695-2,joko osredkar 
f1000-8-1699-0,izabela korona-glowniak 
f1000-8-1699-1,bartholomew n. ondigo
f1000-8-17-0,peter o. fedichev 
f1000-8-17-1,alex zhavoronkov 
f1000-8-1702-0,roberto m.c. guedes 
f1000-8-1702-1,roberto m.c. guedes 
f1000-8-1702-2,matheus costa 
f1000-8-1705-0,pierrick bourrat 
f1000-8-1705-1,eric turkheimer
f1000-8-1707-0,enrique fernandez-caldas
f1000-8-1707-1,anna poms 
f1000-8-1707-2,anna poms 
f1000-8-1708-0,ghulam jilany khan 
f1000-8-1709-0,richard n. upton 
f1000-8-1709-1,daniel f. b. wright 
f1000-8-1717-0,alejandro carvajal obando 
f1000-8-1717-1,oriana rivera 
f1000-8-1717-2,marlon perera
f1000-8-1717-3,orsolya mdos
f1000-8-1718-0,sa'ed h. zyoud 
f1000-8-1718-1,peter y chang 
f1000-8-1719-0,rama paudel
f1000-8-1719-1,rama paudel
f1000-8-1720-0,l christian napp 
f1000-8-1720-1,gerald chi 
f1000-8-1721-0,ajaya biswal 
f1000-8-1721-1,neila abdi
f1000-8-1721-2,himanshu sharma
f1000-8-1725-0,aniwada elias chikee
f1000-8-1725-1,madhavi bhargava 
f1000-8-1726-0,hironobu nakayama 
f1000-8-1727-0,benjamin k. yee 
f1000-8-1727-1,benjamin k. yee 
f1000-8-1727-2,maarten van den buuse 
f1000-8-1727-3,benjamin k. yee 
f1000-8-1728-0,stavros nikolakopoulos 
f1000-8-1728-1,milena kovacevic 
f1000-8-1728-2,milena kovacevic 
f1000-8-1728-3,stavros nikolakopoulos 
f1000-8-1729-0,diah ayu maharani 
f1000-8-173-0,nicola page 
f1000-8-173-1,nicola page 
f1000-8-173-2,mustafizur rahman 
f1000-8-1732-0,alice sijts
f1000-8-1732-1,steven d. shnyder 
f1000-8-1732-2,steven d. shnyder 
f1000-8-1732-3,michael o. glocker 
f1000-8-1734-0,adam haymes 
f1000-8-1734-1,craig hickson
f1000-8-1734-2,max cunnane 
f1000-8-1736-0,fabian grass 
f1000-8-1736-1,abe fingerhut
f1000-8-1736-2,giovanni cesana
f1000-8-1737-0,joost blok 
f1000-8-1738-0,antonio bernabe-ortiz 
f1000-8-1738-1,yuri arnold dominguez
f1000-8-1738-2,ugo fedeli
f1000-8-1738-3,antonio bernabe-ortiz 
f1000-8-1740-0,reema fayez tayyem 
f1000-8-1740-1,enas elgendy 
f1000-8-1740-2,enas elgendy 
f1000-8-1740-3,reema fayez tayyem 
f1000-8-1741-0,christine simmonds-moore
f1000-8-1741-1,rudiger seitz
f1000-8-1741-2,malcolm schofield 
f1000-8-1741-3,rudiger seitz
f1000-8-1741-4,malcolm schofield 
f1000-8-1743-0,talal al-nahlawi
f1000-8-1743-1,heleine maria chagas rgo 
f1000-8-1744-0,muhammad sohail zafar 
f1000-8-1744-1,juni handajani 
f1000-8-1744-2,muhammad sohail zafar 
f1000-8-1744-3,juni handajani 
f1000-8-1748-0,julianne weis
f1000-8-1748-1,james kiarie 
f1000-8-1748-2,julianne weis
f1000-8-1749-0,peter baker 
f1000-8-1749-1,przemysaw biecek 
f1000-8-1749-2,peter f. hickey 
f1000-8-175-0,andres gomez 
f1000-8-175-1,andres gomez 
f1000-8-175-2,siti nursheena mohd zain 
f1000-8-175-3,siti nursheena mohd zain 
f1000-8-175-4,andres gomez 
f1000-8-1750-0,melissa cline
f1000-8-1750-1,melissa cline
f1000-8-1750-2,natasha caplen
f1000-8-1751-0,robert a. beagrie 
f1000-8-1751-1,anna kuosmanen 
f1000-8-1753-0,osman ugur sezerman
f1000-8-1753-1,iva pritisanac 
f1000-8-1755-0,jacopo lenzi 
f1000-8-1755-1,jacopo lenzi 
f1000-8-1755-2,tuba knay
f1000-8-1755-3,tuba knay
f1000-8-176-0,michael e. rytting
f1000-8-176-1,maureen o'brien 
f1000-8-1760-0,robbie c.m. van aert 
f1000-8-1760-1,joshua wallach
f1000-8-1760-2,robbie c.m. van aert 
f1000-8-1761-0,ravi ranjan pradhan 
f1000-8-1762-0,eduardo fernndez 
f1000-8-1762-1,cristian bersezio 
f1000-8-1764-0,rizwan ullah
f1000-8-1764-1,mahmoud serag
f1000-8-1764-2,rania mossad hassan
f1000-8-1768-0,mar ibarrola-rivas 
f1000-8-1769-0,leo lahti 
f1000-8-1769-1,kris sankaran
f1000-8-1769-2,leo lahti 
f1000-8-177-0,jaafar nuhu jaafar 
f1000-8-177-1,indra junaidi zakaria 
f1000-8-177-2,jayasankar pallipuram
f1000-8-177-3,jaafar nuhu jaafar 
f1000-8-177-4,jayasankar pallipuram
f1000-8-177-5,jaafar nuhu jaafar 
f1000-8-177-6,indra junaidi zakaria 
f1000-8-1770-0,agung putra 
f1000-8-1770-1,agung putra 
f1000-8-1770-2,yoram palti
f1000-8-1770-3,richard luke daniels 
f1000-8-1771-0,antonio francesco urbino
f1000-8-1771-1,mario bianchetti
f1000-8-1774-0,ludwig geistlinger 
f1000-8-1774-1,james denvir
f1000-8-1774-2,krithika bhuvaneshwar 
f1000-8-1774-3,james denvir
f1000-8-1775-0,pablo meyer 
f1000-8-1775-1,roosevelt alves da silva 
f1000-8-1775-2,pablo meyer 
f1000-8-1775-3,roosevelt alves da silva 
f1000-8-1782-0,carola g. schipke 
f1000-8-1783-0,nausheen yaqoob 
f1000-8-1783-1,paari murugan
f1000-8-1784-0,pavel p. kuksa
f1000-8-1784-1,deepti jain 
f1000-8-1786-0,laurence klotz
f1000-8-179-0,osama muhammad maria
f1000-8-179-1,daniela pierannunzio 
f1000-8-179-2,tatsuhiko miyazaki 
f1000-8-179-3,pierfrancesco franco 
f1000-8-1792-0,martina oneko
f1000-8-1792-1,khin thet wai
f1000-8-1798-0,zahra azizian
f1000-8-1798-1,john j. dguez 
f1000-8-180-0,tharindu liyanagunawardena
f1000-8-180-1,edward meinert 
f1000-8-181-0,kofi clarke 
f1000-8-181-1,lucia terzuoli
f1000-8-1810-0,slade matthews 
f1000-8-1810-1,chenxi huang
f1000-8-1810-2,ramkiran gouripeddi 
f1000-8-1810-3,ramkiran gouripeddi 
f1000-8-182-0,shakti a. goel 
f1000-8-182-1,himel mondal 
f1000-8-182-2,shakti a. goel 
f1000-8-1822-0,ikuo uchiyama 
f1000-8-1822-1,andra waagmeester 
f1000-8-1822-2,tatsuya kushida 
f1000-8-1822-3,ikuo uchiyama 
f1000-8-1822-4,andra waagmeester 
f1000-8-1825-0,surajit mondal 
f1000-8-1825-1,chenfei dong
f1000-8-1825-2,triadiati antono
f1000-8-1825-3,le thi hoa sen
f1000-8-1825-4,triadiati antono
f1000-8-1827-0,jie-ying bai 
f1000-8-1828-0,lizziane kretli winkelstroter 
f1000-8-1828-1,juan xicohtencatl-cortes 
f1000-8-183-0,praveen arany 
f1000-8-183-1,praveen arany 
f1000-8-183-2,wan zaripah wan bakar 
f1000-8-1830-0,konstantinos drosatos 
f1000-8-1830-1,julie shaw
f1000-8-1830-2,konstantinos drosatos 
f1000-8-1834-0,mirjam kabel 
f1000-8-1834-1,stjepan kreimir kraun 
f1000-8-1834-2,miaomiao zhou
f1000-8-1835-0,mary lynn mcpherson
f1000-8-1841-0,subish palaian 
f1000-8-1841-1,mohamed izham mohamed ibrahim 
f1000-8-1841-2,subish palaian 
f1000-8-1841-3,suleiman i. sharif 
f1000-8-1841-4,mohamed izham mohamed ibrahim 
f1000-8-1843-0,senem yildirimturk 
f1000-8-1843-1,mawlood kowash 
f1000-8-1845-0,felix emeka anyiam 
f1000-8-1845-1,hiroko iwata
f1000-8-1845-2,hiroko iwata
f1000-8-1846-0,rakesh chatrikhi 
f1000-8-1852-0,ana marusic 
f1000-8-1852-1,christopher c. winchester 
f1000-8-1852-2,ana marusic 
f1000-8-1852-3,saif aldeen alryalat 
f1000-8-1852-4,ana marusic 
f1000-8-1852-5,saif aldeen alryalat 
f1000-8-1853-0,jun jiang
f1000-8-1854-0,thomas kluyver 
f1000-8-1854-1,tiffany timbers 
f1000-8-1860-0,david h. dockrell
f1000-8-1860-1,david s fedson
f1000-8-1860-2,david h. dockrell
f1000-8-187-0,pathiyil ravi shankar 
f1000-8-187-1,subish palaian 
f1000-8-1874-0,r. henrik nilsson 
f1000-8-1875-0,felix f. loeffler 
f1000-8-1875-1,salvatore de-simone 
f1000-8-1875-2,felix f. loeffler 
f1000-8-1875-3,salvatore de-simone 
f1000-8-1877-0,loredana le pera
f1000-8-1877-1,roland krause 
f1000-8-1878-0,mohammad hossein anbardar 
f1000-8-188-0,john b. ziegler 
f1000-8-188-1,bertrand de meulder 
f1000-8-188-2,john b. ziegler 
f1000-8-188-3,bertrand de meulder 
f1000-8-1899-0,nria torner
f1000-8-1899-1,casey zipfel 
f1000-8-190-0,giulio francia
f1000-8-190-1,malcolm tingle 
f1000-8-1900-0,stefan holdenrieder
f1000-8-1900-1,ronald a. booth
f1000-8-1900-2,kiang-teck jerry yeo 
f1000-8-1903-0,zhitao liu
f1000-8-1903-1,kishwar azad
f1000-8-1903-2,felix emeka anyiam 
f1000-8-1904-0,mark hew
f1000-8-1904-1,mark hew
f1000-8-1904-2,dominique pougheon bertrand 
f1000-8-1911-0,sara howden
f1000-8-1911-1,carolyn carr 
f1000-8-1911-2,catherine m. verfaillie 
f1000-8-1911-3,carolyn carr 
f1000-8-1916-0,marta guerra
f1000-8-1919-0,terence zimazile sibanda 
f1000-8-1919-1,jnos felfldi
f1000-8-192-0,loo keat wei 
f1000-8-1921-0,felix emeka anyiam 
f1000-8-1921-1,felix emeka anyiam 
f1000-8-1922-0,clare french 
f1000-8-1923-0,mohd hafiz arzmi 
f1000-8-1923-1,dikdik kurnia 
f1000-8-1923-2,mohd hafiz arzmi 
f1000-8-1925-0,han xiao 
f1000-8-1925-1,ezequiel petrillo 
f1000-8-1937-0,frances shiely 
f1000-8-1937-1,sarah a. rhodes 
f1000-8-1937-2,frances shiely 
f1000-8-1938-0,evans manyara nyakeri 
f1000-8-1938-1,sathyanarayana n. gummadi 
f1000-8-1938-2,sathyanarayana n. gummadi 
f1000-8-1938-3,evans manyara nyakeri 
f1000-8-1939-0,antonio manenti
f1000-8-1949-0,peter j. winch 
f1000-8-1949-1,peter j. winch 
f1000-8-1949-2,oluwaseyi abiodun akpor 
f1000-8-1955-0,weidong tian
f1000-8-1955-1,"sesha hanson-drury, d.d.s"
f1000-8-198-0,maria kalamvoki
f1000-8-198-1,haidong gu 
f1000-8-1983-0,oleksii shandra 
f1000-8-1983-1,oleksii shandra 
f1000-8-1983-2,m.l. shawn bates
f1000-8-1993-0,mihaela laura vic 
f1000-8-1993-1,hans fredlund
f1000-8-1994-0,kristina lindvall
f1000-8-1994-1,syed mohamed aljunid 
f1000-8-2-0,lynnette j. mazur
f1000-8-2-1,franoise bachelerie
f1000-8-2-2,sarah beaussant-cohen 
f1000-8-200-0,alfonso rosales 
f1000-8-200-1,aastha kant
f1000-8-2002-0,georgios nikolakis 
f1000-8-2002-1,thrasyvoulos tzellos
f1000-8-2003-0,romain f. laine 
f1000-8-2003-1,richard bowman 
f1000-8-2016-0,pawan k. gupta 
f1000-8-2018-0,loai albarqouni 
f1000-8-2018-1,luis gabriel cuervo 
f1000-8-2018-2,luis gabriel cuervo 
f1000-8-2018-3,loai albarqouni 
f1000-8-2021-0,maha othman 
f1000-8-2021-1,saskia middeldorp
f1000-8-2022-0,adam m. finkel
f1000-8-2022-1,thomas sadler 
f1000-8-2022-2,thomas sadler 
f1000-8-2022-3,adam m. finkel
f1000-8-2023-0,prashantkumar s. hanjagi 
f1000-8-2024-0,ernest turro
f1000-8-2024-1,jarad niemi
f1000-8-2024-2,matthew stephens
f1000-8-2028-0,mingyuan du
f1000-8-2028-1,denny satria
f1000-8-2028-2,mingyuan du
f1000-8-2028-3,ervina sofyanti 
f1000-8-2032-0,leon du toit 
f1000-8-2032-1,ben gibbison 
f1000-8-2039-0,vera lcia schmitt 
f1000-8-2039-1,carla renata sipert 
f1000-8-2040-0,leonardo c. pacheco-londoo 
f1000-8-2040-1,jaime enrique plazas romn 
f1000-8-2045-0,mahmudur rahman
f1000-8-2045-1,duah dwomoh 
f1000-8-2050-0,nicola magnavita 
f1000-8-2059-0,piotr czubkowski 
f1000-8-2059-1,deirdre kelly
f1000-8-2059-2,deirdre kelly
f1000-8-2062-0,leonardo c. pacheco-londoo 
f1000-8-2062-1,nestor cubillan
f1000-8-2065-0,mohammad farahmand 
f1000-8-2065-1,arshad altaf
f1000-8-2071-0,johannes kirchmair 
f1000-8-2071-1,trong tran
f1000-8-2071-2,w. patrick walters 
f1000-8-2071-3,johannes kirchmair 
f1000-8-2072-0,yuanning li 
f1000-8-2072-1,patrick lemaire 
f1000-8-2073-0,qingyao huang
f1000-8-2073-1,elspeth a. bruford 
f1000-8-2074-0,lidia audrey rocha valadas 
f1000-8-2074-1,lidia audrey rocha valadas 
f1000-8-2074-2,ida bagus narmada
f1000-8-2077-0,ghanshyam n. pandey
f1000-8-2077-1,mirko grubor
f1000-8-2078-0,ahmed negida
f1000-8-2078-1,rupam borgohain
f1000-8-2078-2,fabrizio stocchi
f1000-8-2093-0,neil mcroberts 
f1000-8-2093-1,david alonso 
f1000-8-2094-0,yeong yeh lee 
f1000-8-2094-1,asmaa ibrahim 
f1000-8-2094-2,pawe krzyek 
f1000-8-2094-3,elena pomari 
f1000-8-2099-0,arielle selya 
f1000-8-2099-1,alexa gallagher 
f1000-8-2099-2,arielle selya 
f1000-8-2099-3,alexa gallagher 
f1000-8-2099-4,arielle selya 
f1000-8-21-0,sheila reynolds
f1000-8-21-1,dennis j. hazelett 
f1000-8-2105-0,ida bagus narmada
f1000-8-2105-1,lidia audrey rocha valadas 
f1000-8-2105-2,ida bagus narmada
f1000-8-2106-0,judd c. rice
f1000-8-2106-1,keith d. robertson
f1000-8-2108-0,tomoo sawabe
f1000-8-2108-1,ballamoole krishna kumar 
f1000-8-2109-0,mohammed alshakka
f1000-8-2109-1,nisha jha
f1000-8-2110-0,bruno fionda 
f1000-8-2111-0,swaminathan sethu 
f1000-8-2111-1,mark i.r. petalcorin 
f1000-8-2119-0,rezvan esmaeili 
f1000-8-2119-1,jorge simon 
f1000-8-2120-0,nikolay oskolkov 
f1000-8-2120-1,nikolay oskolkov 
f1000-8-2120-2,evan newell 
f1000-8-2123-0,bryan g. yipp
f1000-8-2123-1,paul a. randazzo
f1000-8-213-0,michael i. love 
f1000-8-213-1,james p. b. lloyd 
f1000-8-213-2,sophie shaw 
f1000-8-2130-0,mohamad s. hakim 
f1000-8-2130-1,mohamad s. hakim 
f1000-8-2130-2,hirokazu kimura
f1000-8-2130-3,hirokazu kimura
f1000-8-2130-4,mohamad s. hakim 
f1000-8-2133-0,fakher rahim 
f1000-8-2133-1,fakher rahim 
f1000-8-2135-0,guillaume schurtz
f1000-8-2137-0,oscar leonardo ramrez surez
f1000-8-2137-1,raj kumar singh
f1000-8-2138-0,olin silander
f1000-8-2138-1,mikhail kolmogorov
f1000-8-2138-2,robert vaser
f1000-8-2138-3,aleksey zimin
f1000-8-2139-0,angela k. birnbaum 
f1000-8-2139-1,angela k. birnbaum 
f1000-8-2139-2,mohieddin jafari 
f1000-8-2139-3,mohieddin jafari 
f1000-8-214-0,fabrizio messina
f1000-8-214-1,riccardo polosa
f1000-8-214-2,kenneth a. mundt
f1000-8-2140-0,cesar abada-barrero 
f1000-8-2140-1,diego lucum
f1000-8-2140-2,cesar abada-barrero 
f1000-8-2142-0,willem jan w bos 
f1000-8-2142-1,boris bikbov
f1000-8-2142-2,xue song
f1000-8-2143-0,rachapalle reddi sudhir 
f1000-8-2143-1,helle kristine falkenberg 
f1000-8-2147-0,yesim aydin son 
f1000-8-2148-0,paul campbell
f1000-8-2148-1,paul campbell
f1000-8-2148-2,signe fuglkjr mller
f1000-8-215-0,christoph spiekermann
f1000-8-215-1,robin j.d. prestwich 
f1000-8-22-0,lucy gilson 
f1000-8-22-1,katharina waha
f1000-8-22-2,lucy gilson 
f1000-8-221-0,terri pigott 
f1000-8-221-1,laurence le cleach 
f1000-8-223-0,daniel a. lowy 
f1000-8-223-1,david tern 
f1000-8-223-2,ana danitza peafiel-vinueza 
f1000-8-229-0,marina a.s. daniele 
f1000-8-229-1,ilene s. speizer
f1000-8-229-2,ilene s. speizer
f1000-8-229-3,marina a.s. daniele 
f1000-8-229-4,priya nanda
f1000-8-23-0,marcus tolentino silva 
f1000-8-23-1,cristian dlez 
f1000-8-23-2,marcus tolentino silva 
f1000-8-230-0,appadurai rajeswari
f1000-8-230-1,jinbo xu 
f1000-8-232-0,stefan scholten
f1000-8-232-1,xavier bofill-de ros 
f1000-8-233-0,anne hersey 
f1000-8-233-1,rachel lyne 
f1000-8-235-0,tania gaviria cantn
f1000-8-235-1,eloy gonzalez-gustavson 
f1000-8-235-2,eloy gonzalez-gustavson 
f1000-8-235-3,tania gaviria cantn
f1000-8-237-0,ludo waltman 
f1000-8-237-1,jonathan p. tennant 
f1000-8-237-2,jonathan p. tennant 
f1000-8-237-3,ludo waltman 
f1000-8-237-4,ludo waltman 
f1000-8-237-5,jonathan p. tennant 
f1000-8-238-0,dean baker
f1000-8-238-1,christoph gradmann
f1000-8-239-0,sharyn burns 
f1000-8-239-1,barbara m. daly
f1000-8-239-2,gade waqa 
f1000-8-239-3,barbara m. daly
f1000-8-239-4,gade waqa 
f1000-8-240-0,maizirwan mel 
f1000-8-240-1,maryam mahmoudzadeh 
f1000-8-240-2,maryam mahmoudzadeh 
f1000-8-240-3,maryam mahmoudzadeh 
f1000-8-240-4,maryam mahmoudzadeh 
f1000-8-240-5,maryam mahmoudzadeh 
f1000-8-240-6,maryam mahmoudzadeh 
f1000-8-241-0,pascale gaudet 
f1000-8-241-1,pascale gaudet 
f1000-8-241-2,ruth lovering 
f1000-8-241-3,jennifer a. ufnar
f1000-8-241-4,william grisham
f1000-8-241-5,jennifer a. ufnar
f1000-8-241-6,william grisham
f1000-8-242-0,praveen kumar
f1000-8-242-1,andrew k ewer 
f1000-8-243-0,wafa el-badrawy 
f1000-8-243-1,tahra elobeid
f1000-8-243-2,mohammed e. grawish 
f1000-8-244-0,sashidhar rao beedu
f1000-8-244-1,arivalagan pugazhendhi 
f1000-8-25-0,maman hermana 
f1000-8-25-1,plauto christopher aranha watanabe 
f1000-8-251-0,david n. kennedy 
f1000-8-251-1,ariel rokem 
f1000-8-253-0,miles weinberger 
f1000-8-253-1,bruce k. rubin
f1000-8-254-0,fathilah abdul razak 
f1000-8-254-1,heni susilowati 
f1000-8-256-0,farhad shokraneh 
f1000-8-256-1,massimo bellini
f1000-8-258-0,marcel van de wouw
f1000-8-258-1,ellen e. blaak 
f1000-8-258-2,marcel van de wouw
f1000-8-258-3,ellen e. blaak 
f1000-8-259-0,michael k. yoon
f1000-8-259-1,basil mohammednather saeed 
f1000-8-260-0,suranjith l. seneviratne 
f1000-8-260-1,siripen kalayanarooj
f1000-8-260-2,anon srikiatkhachorn 
f1000-8-260-3,siripen kalayanarooj
f1000-8-262-0,kentaro itokawa 
f1000-8-262-1,nicholas johnson 
f1000-8-262-2,laban njoroge
f1000-8-262-3,nicholas johnson 
f1000-8-263-0,doncho donev 
f1000-8-263-1,james m. naessens 
f1000-8-263-2,james m. naessens 
f1000-8-263-3,brent c. james
f1000-8-263-4,james m. naessens 
f1000-8-264-0,reiner hanewinkel
f1000-8-264-1,reiner hanewinkel
f1000-8-264-2,raymond niaura
f1000-8-265-0,alejandro reyes 
f1000-8-265-1,leonardo collado-torres 
f1000-8-265-2,kristoffer vitting-seerup 
f1000-8-265-3,leonardo collado-torres 
f1000-8-265-4,alejandro reyes 
f1000-8-265-5,kristoffer vitting-seerup 
f1000-8-266-0,sung-tae hong 
f1000-8-266-1,deeb n. salem
f1000-8-266-2,suneet sood 
f1000-8-266-3,ernesto roldan-valadez 
f1000-8-267-0,c s srinandan 
f1000-8-267-1,mohan kulkarni
f1000-8-267-2,vijay kothari 
f1000-8-271-0,rebecca mccauley 
f1000-8-271-1,rebecca mccauley 
f1000-8-271-2,barbara l. davis
f1000-8-271-3,claudia abbiati
f1000-8-271-4,claudia abbiati
f1000-8-271-5,barbara l. davis
f1000-8-271-6,barbara l. davis
f1000-8-271-7,shelley velleman
f1000-8-273-0,carles gaston-massuet 
f1000-8-273-1,jean-marie delalande 
f1000-8-275-0,andrew silver
f1000-8-275-1,archana gopalakrishnan 
f1000-8-279-0,christophe ampe 
f1000-8-279-1,james r. bamburg
f1000-8-279-2,amy shaub maddox
f1000-8-279-3,michael glotzer 
f1000-8-28-0,maria g pereira 
f1000-8-28-1,devaraja sannaningaiah
f1000-8-280-0,arnaud vaganay 
f1000-8-280-1,ksenija bazdaric 
f1000-8-280-2,arnaud vaganay 
f1000-8-280-3,ksenija bazdaric 
f1000-8-281-0,ender karaca 
f1000-8-281-1,murat erdogan
f1000-8-284-0,benjamin m tang
f1000-8-284-1,carlos alberto moreira-filho
f1000-8-286-0,tanida phatisena
f1000-8-286-1,frank p. mockenhaupt
f1000-8-287-0,marta szachniuk 
f1000-8-287-1,jerome waldisphl 
f1000-8-287-2,marta szachniuk 
f1000-8-288-0,mona nasser 
f1000-8-288-1,mona nasser 
f1000-8-288-2,hans lund 
f1000-8-289-0,juan salazar 
f1000-8-289-1,frank peter schelp 
f1000-8-289-2,frank peter schelp 
f1000-8-289-3,juan salazar 
f1000-8-290-0,rebecca carver 
f1000-8-290-1,rebecca carver 
f1000-8-290-2,vasiliki mollaki 
f1000-8-291-0,jamil victor de oliveira 
f1000-8-292-0,tayebeh pourmotabbed
f1000-8-292-1,na zhu 
f1000-8-292-2,eman t. mehanna 
f1000-8-296-0,saskia freytag 
f1000-8-296-1,jimmy tsz hang lee
f1000-8-296-2,saskia freytag 
